48.0;1.56
61.5;1.67
60.0;1.68
63.0;1.65
57.0;1.69
80.0;1.83
76.0;1.71
70.0;1.71
70.0;1.65
66.0;1.83
52.0;1.64
68.0;1.78
82.5;1.76
